Student ID,student_name,gender,grade,school_name,reading_score,math_score
9154,Dominique Elliott,F,9th,Hernandez High School,66,61
6782,Dominique Estrada,F,10th,Shelton High School,86,76
12862,Dominique Garcia,F,9th,Griffin High School,91,91
22024,Dominique Garcia,F,10th,Bailey High School,93,72
11787,Dominique Harris,F,10th,Hernandez High School,73,89
893,Dominique Henderson,F,12th,Huang High School,77,74
26214,Dominique Holmes,F,10th,Rodriguez High School,84,60
28729,Dominique Huff,F,9th,Rodriguez High School,93,96
34047,Dominique Jones,F,12th,Johnson High School,97,92
18617,Dominique Lloyd,F,9th,Bailey High School,83,97
10528,Dominique Morrison,F,9th,Hernandez High School,85,76
30931,Dominique Rojas,F,9th,Johnson High School,99,95
7315,Dominique Russell,F,11th,Shelton High School,86,80
32048,Dominique Smith,F,12th,Johnson High School,70,93
26848,Dominique Vargas,F,12th,Rodriguez High School,86,77
26314,Dominique Villarreal,F,11th,Rodriguez High School,88,83
2141,Dominique Walker,F,12th,Huang High School,88,98
12533,Dominique Wiley,F,10th,Griffin High School,77,97
5649,Don Buchanan,M,12th,Figueroa High School,75,68
14768,Don Garcia,M,11th,Wilson High School,91,70
36514,Don Johnson,M,11th,Ford High School,75,80
20573,Don Murray,M,9th,Bailey High School,95,99
32507,Don Reynolds,M,12th,Johnson High School,89,74
24101,Donald Allen,M,10th,Pena High School,76,90
1531,Donald Anderson,M,9th,Huang High School,68,98
13020,Donald Arnold,M,9th,Griffin High School,72,72
13728,Donald Barnett,M,12th,Griffin High School,91,96
5356,Donald Becker,M,12th,Figueroa High School,85,85
8469,Donald Brown,M,9th,Hernandez High School,99,82
23383,Donald Brown,M,12th,Pena High School,72,92
4733,Donald Butler,M,9th,Figueroa High School,98,96
31830,Donald Butler,M,11th,Johnson High School,88,85
30872,Donald Carter,M,10th,Johnson High School,68,79
31719,Donald Carter,M,10th,Johnson High School,87,94
1568,Donald Cole,M,11th,Huang High School,96,77
31284,Donald Collins,M,10th,Johnson High School,64,86
17982,Donald Craig,M,10th,Bailey High School,65,62
4994,Donald Cuevas,M,12th,Figueroa High School,91,70
34812,Donald Davis,M,11th,Ford High School,67,89
1174,Donald Delacruz,M,9th,Huang High School,91,72
11363,Donald Dixon,M,11th,Hernandez High School,75,74
18001,Donald Edwards,M,11th,Bailey High School,78,82
23691,Donald Ellis,M,9th,Pena High School,73,76
38412,Donald Evans,M,10th,Thomas High School,86,74
5503,Donald Flynn,M,11th,Figueroa High School,71,84
31627,Donald Franco,M,9th,Johnson High School,81,75
737,Donald Gill DDS,M,9th,Huang High School,78,58
28971,Donald Gonzalez,M,11th,Rodriguez High School,90,60
35826,Donald Gonzalez,M,11th,Ford High School,65,59
26784,Donald Goodman,M,11th,Rodriguez High School,95,94
29616,Donald Gordon,M,12th,Rodriguez High School,74,86
18654,Donald Gray,M,12th,Bailey High School,75,76
23276,Donald Gutierrez,M,11th,Pena High School,98,91
23483,Donald Guzman,M,10th,Pena High School,84,90
10595,Donald Hall,M,9th,Hernandez High School,85,91
37132,Donald Hall,M,11th,Ford High School,70,73
4759,Donald Haney,M,10th,Figueroa High School,68,89
288,Donald Harmon,M,11th,Huang High School,63,67
15691,Donald Harris,M,9th,Wilson High School,80,70
18133,Donald Harris,M,11th,Bailey High School,77,61
14420,Donald Hart,M,12th,Wilson High School,97,81
34178,Donald Henderson,M,11th,Johnson High School,81,71
30684,Donald Henry,M,11th,Johnson High School,82,75
23202,Donald Hoffman,M,9th,Holden High School,89,88
12484,Donald Holt,M,9th,Griffin High School,81,86
14383,Donald Johnson,M,10th,Wilson High School,99,71
13135,Donald Joseph,M,10th,Griffin High School,73,96
32096,Donald Klein,M,12th,Johnson High School,98,96
31220,Donald Koch,M,11th,Johnson High School,86,83
36233,Donald Lam,M,9th,Ford High School,70,79
3027,Donald Larson,M,12th,Figueroa High School,92,87
318,Donald Lewis,M,11th,Huang High School,72,72
31421,Donald Lopez,M,11th,Johnson High School,80,60
20204,Donald Malone,M,10th,Bailey High School,94,90
22294,Donald Martinez,M,9th,Bailey High School,64,70
38118,Donald Martinez,M,10th,Thomas High School,70,68
5662,Donald Mckinney,M,10th,Figueroa High School,91,65
11816,Donald Mendez,M,10th,Hernandez High School,83,96
5702,Donald Mendoza,M,9th,Figueroa High School,90,88
38073,Donald Miller,M,9th,Thomas High School,96,69
21972,Donald Mills,M,9th,Bailey High School,80,75
35077,Donald Mitchell,M,9th,Ford High School,96,65
6666,Donald Morales,M,12th,Shelton High School,69,72
18915,Donald Myers,M,9th,Bailey High School,67,89
1417,Donald Navarro,M,9th,Huang High School,81,71
23243,Donald Nichols,M,10th,Holden High School,88,96
38338,Donald Nicholson,M,12th,Thomas High School,93,79
37316,Donald Olson,M,11th,Ford High School,76,99
17454,Donald Oneill,M,12th,Cabrera High School,96,99
9269,Donald Payne,M,9th,Hernandez High School,83,89
18167,Donald Payne,M,11th,Bailey High School,74,74
219,Donald Perez,M,9th,Huang High School,87,79
32454,Donald Petty,M,10th,Johnson High School,98,73
25974,Donald Porter,M,12th,Wright High School,85,79
8444,Donald Potter,M,12th,Hernandez High School,63,56
15219,Donald Ramos,M,11th,Wilson High School,77,72
21386,Donald Reeves,M,9th,Bailey High School,67,86
9238,Donald Roberts,M,9th,Hernandez High School,76,57
15715,Donald Roth,M,10th,Wilson High School,93,75
27286,Donald Scott,M,12th,Rodriguez High School,98,68
38569,Donald Scott,M,11th,Thomas High School,87,77
31340,Donald Smith,M,10th,Johnson High School,64,76
36130,Donald Stone,M,11th,Ford High School,76,76
34815,Donald Taylor,M,11th,Ford High School,82,92
32551,Donald Thompson,M,9th,Johnson High School,88,73
6653,Donald Thornton,M,10th,Shelton High School,82,97
30554,Donald Travis,M,9th,Johnson High School,98,84
33930,Donald Villanueva,M,12th,Johnson High School,87,61
23531,Donald Walker,M,12th,Pena High School,89,79
12941,Donald Walters,M,10th,Griffin High School,88,99
23356,Donald Watson,M,9th,Pena High School,98,88
4602,Donald Wilkinson,M,9th,Figueroa High School,92,82
2016,Donald Williams,M,9th,Huang High School,94,83
28407,Donald Williams,M,11th,Rodriguez High School,87,57
6429,Donald Young,M,9th,Shelton High School,70,91
16,Donald Zamora,M,9th,Huang High School,88,55
15279,Donna Beasley,F,11th,Wilson High School,87,72
7219,Donna Bentley,F,9th,Shelton High School,83,95
8942,Donna Berry,F,10th,Hernandez High School,80,74
22196,Donna Brewer,F,12th,Bailey High School,99,94
7462,Donna Bright,F,12th,Shelton High School,87,90
1088,Donna Burke,F,12th,Huang High School,75,72
37358,Donna Butler,F,9th,Ford High School,85,76
16658,Donna Camacho,F,10th,Cabrera High School,70,96
472,Donna Campbell,F,9th,Huang High School,82,64
12840,Donna Carpenter,F,10th,Griffin High School,83,69
9639,Donna Carr,F,11th,Hernandez High School,71,97
1518,Donna Carter,F,10th,Huang High School,71,78
27893,Donna Cherry,F,11th,Rodriguez High School,70,84
20888,Donna Collins,F,11th,Bailey High School,66,56
29441,Donna Collins,F,10th,Rodriguez High School,71,61
2584,Donna Cook,F,9th,Huang High School,64,77
33830,Donna Cook,F,11th,Johnson High School,65,74
10602,Donna Cooley,F,11th,Hernandez High School,96,96
21279,Donna Cox,F,10th,Bailey High School,98,95
14317,Donna Davis,F,10th,Wilson High School,84,75
385,Donna Dean,F,10th,Huang High School,98,77
15916,Donna Dickerson,F,12th,Wilson High School,78,94
38873,Donna Ellison,F,11th,Thomas High School,89,93
19637,Donna Esparza,F,11th,Bailey High School,68,99
23362,Donna Ewing,F,11th,Pena High School,95,90
15628,Donna Gay,F,12th,Wilson High School,98,75
36790,Donna Gay,F,10th,Ford High School,63,88
10933,Donna Giles,F,11th,Hernandez High School,77,86
31058,Donna Gomez,F,9th,Johnson High School,68,96
35202,Donna Gomez,F,10th,Ford High School,84,95
36287,Donna Goodman,F,11th,Ford High School,69,86
10830,Donna Grant,F,11th,Hernandez High School,71,98
11640,Donna Gross,F,12th,Hernandez High School,92,92
29818,Donna Gutierrez,F,12th,Rodriguez High School,78,95
37578,Donna Hall,F,9th,Thomas High School,76,75
36825,Donna Harris,F,9th,Ford High School,83,70
1843,Donna Hendrix,F,10th,Huang High School,63,83
16209,Donna Hernandez,F,11th,Cabrera High School,79,78
34865,Donna Hernandez,F,9th,Ford High School,63,73
21963,Donna Holmes,F,9th,Bailey High School,75,84
22714,Donna Holmes,F,11th,Bailey High School,90,61
39165,Donna Howard,F,12th,Thomas High School,99,90
12481,Donna Jackson,F,9th,Griffin High School,99,92
18389,Donna Jackson,F,12th,Bailey High School,63,77
27359,Donna Jackson,F,10th,Rodriguez High School,67,77
8930,Donna Johnson,F,12th,Hernandez High School,98,73
20893,Donna Johnson,F,10th,Bailey High School,75,62
22111,Donna Jones,F,10th,Bailey High School,81,68
5727,Donna Kelley,F,11th,Figueroa High School,88,99
7002,Donna Kennedy,F,11th,Shelton High School,94,75
29733,Donna Kennedy,F,11th,Rodriguez High School,96,75
31320,Donna Kennedy,F,10th,Johnson High School,90,56
29784,Donna King,F,11th,Rodriguez High School,70,81
16018,Donna Knapp,F,10th,Cabrera High School,82,72
578,Donna Kramer,F,11th,Huang High School,85,86
33718,Donna Lam,F,11th,Johnson High School,90,97
2001,Donna Lang,F,10th,Huang High School,84,63
31203,Donna Le,F,11th,Johnson High School,91,87
13084,Donna Lee,F,11th,Griffin High School,70,83
32532,Donna Long,F,9th,Johnson High School,87,71
21213,Donna Lopez,F,11th,Bailey High School,96,78
3196,Donna Lowe,F,10th,Figueroa High School,77,83
29873,Donna Maddox,F,9th,Rodriguez High School,75,85
13765,Donna Marks,F,9th,Wilson High School,86,74
32993,Donna Martin,F,10th,Johnson High School,63,76
13220,Donna Mccall,F,10th,Griffin High School,85,85
32188,Donna Mcclure MD,F,9th,Johnson High School,91,58
30309,Donna Mclaughlin,F,9th,Johnson High School,90,59
4292,Donna Mcmahon,F,9th,Figueroa High School,88,67
6884,Donna Mitchell,F,10th,Shelton High School,82,98
14237,Donna Monroe,F,9th,Wilson High School,99,83
16504,Donna Morales,F,9th,Cabrera High School,80,77
38887,Donna Morales,F,12th,Thomas High School,75,79
11346,Donna Morris,F,10th,Hernandez High School,82,69
27610,Donna Navarro,F,10th,Rodriguez High School,98,87
25292,Donna Odom,F,12th,Wright High School,90,87
28026,Donna Olson,F,9th,Rodriguez High School,81,59
12592,Donna Ortega,F,9th,Griffin High School,85,86
3062,Donna Park,F,10th,Figueroa High School,82,97
16943,Donna Perez,F,12th,Cabrera High School,89,78
38012,Donna Phillips,F,12th,Thomas High School,82,77
12503,Donna Pierce,F,9th,Griffin High School,73,85
18950,Donna Pierce,F,11th,Bailey High School,85,61
14698,Donna Potter,F,11th,Wilson High School,77,78
38464,Donna Ramirez,F,12th,Thomas High School,79,72
18843,Donna Reed,F,9th,Bailey High School,84,63
23199,Donna Rich,F,9th,Holden High School,81,85
9105,Donna Richardson,F,10th,Hernandez High School,69,61
23241,Donna Richardson,F,11th,Holden High School,76,93
21634,Donna Riddle,F,9th,Bailey High School,72,81
28432,Donna Robinson,F,10th,Rodriguez High School,73,56
2028,Donna Robinson MD,F,11th,Huang High School,88,58
2798,Donna Rogers,F,12th,Huang High School,78,75
20196,Donna Rose,F,9th,Bailey High School,98,63
27163,Donna Sampson,F,11th,Rodriguez High School,98,94
7166,Donna Santana,F,10th,Shelton High School,86,75
23983,Donna Scott,F,11th,Pena High School,98,82
10334,Donna Shields,F,10th,Hernandez High School,81,65
34236,Donna Simmons,F,9th,Johnson High School,98,65
36734,Donna Simmons,F,12th,Ford High School,91,92
14732,Donna Singh,F,9th,Wilson High School,91,79
5948,Donna Smith,F,10th,Shelton High School,97,68
11880,Donna Smith,F,10th,Hernandez High School,67,85
25560,Donna Smith,F,12th,Wright High School,84,73
30470,Donna Smith,F,11th,Johnson High School,73,88
30973,Donna Stein,F,9th,Johnson High School,82,84
10092,Donna Taylor,F,9th,Hernandez High School,71,80
15429,Donna Thompson,F,10th,Wilson High School,84,97
17344,Donna Thompson,F,12th,Cabrera High School,84,73
18472,Donna Turner,F,10th,Bailey High School,72,96
18517,Donna Turner,F,12th,Bailey High School,79,78
4837,Donna Vazquez,F,12th,Figueroa High School,73,91
13564,Donna Vega,F,9th,Griffin High School,87,71
3952,Donna Velasquez,F,12th,Figueroa High School,90,92
178,Donna Wagner,F,10th,Huang High School,95,61
8800,Donna Ward,F,9th,Hernandez High School,73,64
23628,Donna Wilson,F,10th,Pena High School,81,95
35352,Donna Wilson,F,10th,Ford High School,66,61
10929,Donna Wise,F,10th,Hernandez High School,85,74
9794,Donna Wood,F,9th,Hernandez High School,76,71
25180,Doris Bell,F,12th,Wright High School,85,96
15661,Doris Jones,F,9th,Wilson High School,72,71
8006,Doris Kane,F,10th,Hernandez High School,67,76
10831,Doris Lopez,F,9th,Hernandez High School,85,74
34264,Doris Maldonado,F,10th,Johnson High School,71,63
17681,Doris Murphy,F,9th,Cabrera High School,80,95
38869,Doris Taylor,F,9th,Thomas High School,88,90
35342,Doris Turner,F,10th,Ford High School,87,74
11288,Doris Weaver,F,10th,Hernandez High School,89,94
1740,Dorothy Alvarez,F,9th,Huang High School,89,77
30140,Dorothy Alvarez,F,9th,Johnson High School,92,69
35866,Dorothy Avila,F,11th,Ford High School,90,85
7398,Dorothy Ballard,F,9th,Shelton High School,90,83
206,Dorothy Burke,F,11th,Huang High School,91,92
26570,Dorothy Campbell,F,10th,Rodriguez High School,80,81
38258,Dorothy Cervantes,F,11th,Thomas High School,74,74
27676,Dorothy Crosby,F,12th,Rodriguez High School,72,61
35762,Dorothy Ford,F,9th,Ford High School,98,67
5328,Dorothy Hansen,F,9th,Figueroa High School,95,58
34854,Dorothy Jones,F,11th,Ford High School,81,78
17693,Dorothy Lopez,F,11th,Cabrera High School,91,91
14965,Dorothy May,F,11th,Wilson High School,71,80
15250,Dorothy Miller,F,10th,Wilson High School,72,77
11879,Dorothy Oneill,F,9th,Hernandez High School,94,59
23876,Dorothy Patel,F,12th,Pena High School,91,82
32647,Dorothy Pearson,F,11th,Johnson High School,64,56
16335,Dorothy Taylor,F,9th,Cabrera High School,82,98
11408,Dorothy Watts,F,9th,Hernandez High School,94,62
36171,Douglas Adams,M,9th,Ford High School,84,60
33176,Douglas Alexander,M,9th,Johnson High School,72,67
8021,Douglas Allen,M,12th,Hernandez High School,63,71
33510,Douglas Alvarez,M,10th,Johnson High School,84,57
23024,Douglas Anderson,M,12th,Holden High School,92,71
1336,Douglas Baker,M,11th,Huang High School,67,67
23851,Douglas Barker,M,12th,Pena High School,83,89
31667,Douglas Benjamin,M,10th,Johnson High School,71,55
5537,Douglas Blake,M,9th,Figueroa High School,64,81
15580,Douglas Blake,M,11th,Wilson High School,84,73
10449,Douglas Brown,M,10th,Hernandez High School,81,64
32144,Douglas Bryant,M,12th,Johnson High School,78,66
9344,Douglas Cabrera,M,11th,Hernandez High School,85,61
30657,Douglas Cantrell,M,11th,Johnson High School,96,93
34674,Douglas Carr,M,10th,Johnson High School,79,60
18312,Douglas Chapman,M,11th,Bailey High School,82,96
12963,Douglas Church,M,9th,Griffin High School,85,81
30944,Douglas Cisneros,M,12th,Johnson High School,75,63
37052,Douglas Collins,M,10th,Ford High School,84,77
3990,Douglas Crane,M,12th,Figueroa High School,64,90
5290,Douglas Davis,M,10th,Figueroa High School,70,86
36215,Douglas Davis,M,9th,Ford High School,79,89
37672,Douglas Fitzgerald,M,12th,Thomas High School,71,86
5828,Douglas Frazier,M,11th,Figueroa High School,69,83
6186,Douglas French,M,12th,Shelton High School,98,87
13950,Douglas Gardner,M,12th,Wilson High School,87,96
15968,Douglas Goodman,M,10th,Wilson High School,69,79
19059,Douglas Graham,M,11th,Bailey High School,76,78
35668,Douglas Hall,M,11th,Ford High School,64,81
3492,Douglas Hamilton,M,9th,Figueroa High School,77,85
21281,Douglas Hamilton,M,9th,Bailey High School,99,71
28603,Douglas Hanna,M,9th,Rodriguez High School,91,68
31051,Douglas Hanson,M,11th,Johnson High School,75,75
19123,Douglas Hardy,M,9th,Bailey High School,89,87
21016,Douglas Hawkins,M,9th,Bailey High School,87,82
33778,Douglas Hill,M,12th,Johnson High School,70,64
23346,Douglas Holmes,M,9th,Pena High School,84,79
3044,Douglas Jackson,M,12th,Figueroa High School,93,73
5076,Douglas Jackson,M,11th,Figueroa High School,94,86
32488,Douglas Jackson,M,10th,Johnson High School,70,96
5088,Douglas Jarvis,M,12th,Figueroa High School,93,72
34591,Douglas Johnson,M,10th,Johnson High School,71,96
2662,Douglas Jones,M,9th,Huang High School,84,67
14139,Douglas Jones,M,10th,Wilson High School,69,80
24733,Douglas Jones,M,11th,Wright High School,91,91
1685,Douglas Levy DDS,M,12th,Huang High School,75,62
11915,Douglas Lewis,M,11th,Hernandez High School,68,93
15415,Douglas Little,M,9th,Wilson High School,90,98
24138,Douglas Long,M,11th,Pena High School,86,76
25453,Douglas Lopez,M,12th,Wright High School,84,78
31425,Douglas Lopez,M,9th,Johnson High School,63,63
3824,Douglas Lozano,M,10th,Figueroa High School,70,79
7518,Douglas Lucero,M,9th,Shelton High School,88,82
32176,Douglas Manning,M,10th,Johnson High School,70,55
28036,Douglas Mccarthy,M,9th,Rodriguez High School,84,60
4348,Douglas Meyer,M,10th,Figueroa High School,75,68
30957,Douglas Miller,M,12th,Johnson High School,68,88
15391,Douglas Moore,M,10th,Wilson High School,70,68
2807,Douglas Mueller,M,11th,Huang High School,88,70
17340,Douglas Nelson,M,11th,Cabrera High School,79,70
33664,Douglas Novak,M,11th,Johnson High School,91,83
16773,Douglas Obrien,M,11th,Cabrera High School,87,81
14083,Douglas Oneal,M,11th,Wilson High School,75,94
15090,Douglas Ortega,M,9th,Wilson High School,94,81
22969,Douglas Page,M,9th,Holden High School,91,78
5340,Douglas Rangel,M,11th,Figueroa High School,91,67
7490,Douglas Rangel,M,10th,Shelton High School,73,70
14146,Douglas Rivera,M,11th,Wilson High School,85,89
33288,Douglas Rivera,M,11th,Johnson High School,73,68
18717,Douglas Rodriguez,M,11th,Bailey High School,76,85
18876,Douglas Rodriguez,M,9th,Bailey High School,80,90
28669,Douglas Ruiz,M,12th,Rodriguez High School,74,92
19270,Douglas Ryan,M,10th,Bailey High School,80,91
13021,Douglas Sanders,M,10th,Griffin High School,73,82
29666,Douglas Sandoval,M,9th,Rodriguez High School,75,72
12779,Douglas Scott,M,10th,Griffin High School,92,82
12070,Douglas Shah,M,11th,Hernandez High School,78,96
18276,Douglas Sharp,M,11th,Bailey High School,72,66
25524,Douglas Singleton,M,10th,Wright High School,70,86
4363,Douglas Smith,M,9th,Figueroa High School,73,99
11747,Douglas Smith,M,10th,Hernandez High School,75,64
37581,Douglas Smith,M,9th,Thomas High School,97,75
6191,Douglas Soto,M,9th,Shelton High School,95,69
12958,Douglas Soto,M,11th,Griffin High School,72,92
16675,Douglas Stephens,M,9th,Cabrera High School,96,69
27103,Douglas Thomas,M,9th,Rodriguez High School,88,80
1782,Douglas Tran,M,12th,Huang High School,65,71
34928,Douglas Vega,M,10th,Ford High School,71,59
1608,Douglas Warren,M,9th,Huang High School,92,60
25697,Douglas Washington,M,12th,Wright High School,83,86
10362,Douglas White,M,12th,Hernandez High School,66,59
21222,Douglas Williams,M,11th,Bailey High School,78,91
11190,Douglas Wilson,M,9th,Hernandez High School,85,87
20276,Douglas Wilson,M,10th,Bailey High School,76,56
28704,Douglas Wilson,M,11th,Rodriguez High School,68,80
22436,Douglas Woods,M,9th,Bailey High School,96,74
7112,Douglas Wright,M,12th,Shelton High School,72,83
13696,Douglas Yoder,M,11th,Griffin High School,84,71
27322,Aaron Morrison ,M,11th,Rodriguez High School,85,85
22966,Adam Rivera,M,10th,Holden High School,97,68
11064,Alejandro Swanson,M,11th,Hernandez High School,96,97
22105,Alexander Chang ,M,9th,Bailey High School,82,57
12168,Alexandra Mays,F,10th,Hernandez High School,63,87
13470,Alfred Foster,M,11th,Griffin High School,71,84
856,Alicia Martinez,F,11th,Huang High School,78,62
10487,Alison Flores,F,12th,Hernandez High School,86,76
25029,Alyssa Patrick,F,10th,Wright High School,91,72
8528,Amanda Cochran,F,9th,Hernandez High School,86,57
16329,Amanda Nguyen,F,10th,Cabrera High School,97,79
24128,Amber Owens,F,10th,Pena High School,93,97
4946,Amy Melendez,F,10th,Figueroa High School,99,68
16967,Andre Casey,M,10th,Cabrera High School,87,90
21865,Andrea Rose,F,9th,Bailey High School,66,79
36546,Andrea Welch DDS,F,12th,Ford High School,80,74
24724,Andrew Young,M,9th,Wright High School,77,85
5847,Annette Collins DDS,F,9th,Figueroa High School,74,84
24888,Anthony Jimenez,M,12th,Wright High School,93,92
36876,Ashley Butler,F,9th,Ford High School,76,59
19284,Austin Cole,M,11th,Bailey High School,89,77
23512,Becky Powell,F,11th,Pena High School,83,72
31124,Bradley Jackson,M,11th,Johnson High School,94,79
22918,Bradley Jones DDS,M,11th,Holden High School,79,98
31904,Bradley Rodgers,M,11th,Johnson High School,70,55
33743,Brenda Sandoval,F,11th,Johnson High School,97,98
23419,Brent Schwartz,M,12th,Pena High School,85,74
24481,Brian Harrington DVM,M,12th,Wright High School,74,78
8102,Brian Matthews Jr.,M,9th,Hernandez High School,93,57
30224,Brianna Greene MD,F,11th,Johnson High School,83,82
31003,Bridget Hart DVM,F,9th,Johnson High School,87,92
10350,Brooke Silva,F,12th,Hernandez High School,85,82
28133,Brooke Williams,F,12th,Rodriguez High School,65,84
22162,Bryan Kim,M,10th,Bailey High School,90,68
33505,Cameron Anderson,M,10th,Johnson High School,96,79
35237,Carl Haynes,M,11th,Ford High School,75,90
18423,Carl James,M,9th,Bailey High School,68,60
12375,Carla Ross,F,9th,Griffin High School,80,74
33049,Carlos Mcdonald,M,10th,Johnson High School,81,58
38745,Carol Williams,F,12th,Thomas High School,95,88
13698,Casey Hogan,M,9th,Griffin High School,80,72
3837,Charles Lawrence,M,12th,Figueroa High School,86,67
14785,Chelsey Williams ,F,9th,Wilson High School,96,87
37892,Christina Barrera,F,10th,Thomas High School,76,84
20019,Christina Flores,F,11th,Bailey High School,87,92
1208,Christina Moore,F,11th,Huang High School,95,64
13248,Christopher Collins,M,10th,Griffin High School,97,69
24902,Christopher Sullivan,M,10th,Wright High School,78,80
7030,Cindy Logan,F,12th,Shelton High School,84,81
26583,Corey Mathis,M,11th,Rodriguez High School,78,97
31429,Crystal Watson,F,11th,Johnson High School,66,61
8068,Cynthia Torres,F,11th,Hernandez High School,89,75
35439,Dana Burnett MD,F,12th,Ford High School,70,98
19919,Daniel Bowman,M,9th,Bailey High School,71,83
23159,Daniel Flores,M,10th,Holden High School,91,95
13645,Daryl Smith,M,9th,Griffin High School,74,83
19543,David Miller,M,9th,Bailey High School,80,94
28028,David Robinson ,M,9th,Rodriguez High School,84,79
21371,David Wright,M,10th,Bailey High School,64,75
35725,Deborah Farrell,F,12th,Ford High School,80,95
16057,Dennis Andrews,M,11th,Cabrera High School,83,68
36584,Destiny Mcdonald,F,11th,Ford High School,90,71
22323,Devin Sharp PhD,M,9th,Bailey High School,93,70
5657,Diana Martin,F,9th,Figueroa High School,89,85
36794,Diane Rodriguez,F,10th,Ford High School,94,83
1798,Donald Williams,M,12th,Huang High School,70,89
9943,Donna Cooper,F,12th,Hernandez High School,91,75
9755,Donna Humphrey,F,10th,Hernandez High School,65,96
21307,Douglas Duffy,M,12th,Bailey High School,85,77
34069,Dylan Bailey Jr.,M,10th,Johnson High School,74,83
34060,Edward Davenport,M,10th,Johnson High School,98,90
4376,Edward Palmer,M,10th,Figueroa High School,98,64
13691,Elizabeth Benson,F,9th,Griffin High School,72,70
36254,Elizabeth Tran,F,9th,Ford High School,68,97
9312,Ellen Mcclure DDS,F,12th,Hernandez High School,98,70
12636,Emily Gutierrez ,F,9th,Griffin High School,90,84
12015,Eric Lambert ,M,10th,Hernandez High School,85,75
24748,Erica Stevenson,F,11th,Wright High School,99,86
38903,Frances Romero,F,10th,Thomas High School,93,79
19679,Frank Anderson,M,9th,Bailey High School,72,87
8859,Gabriel Flores ,M,11th,Hernandez High School,95,55
10756,Gabrielle Morris,F,9th,Hernandez High School,91,83
1041,Garrett Wright,M,9th,Huang High School,99,64
13243,Gavin Tate,M,9th,Griffin High School,79,81
12215,George Cline,M,10th,Hernandez High School,92,89
15304,Grace Martin,F,10th,Wilson High School,70,92
11938,Harry Campbell,M,11th,Hernandez High School,63,80
12990,Harry Chang,M,11th,Griffin High School,80,78
1517,Jacob Bell,M,10th,Huang High School,70,55
1491,Jacob Matthews,M,12th,Huang High School,78,59
25615,Jacob Taylor ,M,9th,Wright High School,79,93
13204,James Jones,M,9th,Griffin High School,78,72
13307,James Lewis,M,12th,Griffin High School,76,72
33142,James Myers,M,9th,Johnson High School,95,85
3155,James Patterson,M,9th,Figueroa High School,76,95
38095,Jay Johnson ,M,12th,Thomas High School,90,99
35086,Jenna Arellano ,F,9th,Ford High School,96,80
11759,Jennifer Campbell ,F,9th,Hernandez High School,84,66
26443,Dr. Jennifer Hogan,F,9th,Rodriguez High School,93,85
9710,Jennifer Martinez ,F,12th,Hernandez High School,86,78
4987,Jennifer Ramirez ,F,12th,Figueroa High School,90,73
20345,Jennifer Shea,F,9th,Bailey High School,97,57
22964,Jennifer Thomas ,F,9th,Holden High School,89,77
8033,Jennifer Weiss,F,12th,Hernandez High School,76,58
32197,Jeremy Davis,M,10th,Johnson High School,77,93
8249,Jessica Fowler ,F,10th,Hernandez High School,99,87
1318,Jessica Lopez,F,11th,Huang High School,67,63
22387,Jessica Love ,F,10th,Bailey High School,97,56
3385,Jessica Watkins,F,11th,Figueroa High School,65,68
4756,Jimmy Smith ,M,11th,Figueroa High School,83,80
37741,Jo Williams,F,9th,Thomas High School,84,96
26260,John Dyer,M,9th,Rodriguez High School,65,58
1359,John Jones,M,12th,Huang High School,81,79
19926,Jonathan Palmer,M,10th,Bailey High School,78,60
10166,Jonathan Woods ,M,10th,Hernandez High School,65,89
15,Jordan Carson,M,11th,Huang High School,94,88
34603,Jordan Smith,F,10th,Johnson High School,73,72
36761,Jose White,M,9th,Ford High School,93,86
13334,Joseph Park,M,9th,Griffin High School,93,81
24913,Joyce Pace,F,9th,Wright High School,75,99
3164,Juan Cobb ,M,11th,Figueroa High School,66,89
26005,Judith Reese,F,12th,Wright High School,81,90
37496,Justin Duffy,M,10th,Ford High School,77,58
22800,Kaitlin Barton,F,10th,Bailey High School,70,60
17808,Karen Kelley,F,10th,Cabrera High School,99,74
35007,Karl Campbell,M,11th,Ford High School,95,64
26725,Karla Love,F,9th,Rodriguez High School,66,91
32132,Katherine Pham,F,9th,Johnson High School,98,63
28253,Kathryn Riley,F,12th,Rodriguez High School,80,97
32091,Kathy Bailey,F,12th,Johnson High School,68,87
15216,Katrina Farmer,F,9th,Wilson High School,72,86
13328,Kayla Lowe,F,12th,Griffin High School,71,92
2729,Kenneth Webb,M,11th,Huang High School,83,95
12118,Kevin Diaz,M,12th,Hernandez High School,99,61
11948,Kevin Simon,M,9th,Hernandez High School,83,99
18434,Kimberly Benjamin,F,9th,Bailey High School,82,97
2687,Kimberly Clements,F,9th,Huang High School,99,90
39105,Kimberly Page,F,9th,Thomas High School,88,85
38037,Kimberly Ramos,F,9th,Thomas High School,77,75
32529,Kristi Soto ,F,11th,Johnson High School,84,74
23977,Kristin Holland,F,12th,Pena High School,70,71
7371,Kristina Turner,F,12th,Shelton High School,73,83
425,Larry Hines,M,10th,Huang High School,91,59
22190,Laura Thompson,F,10th,Bailey High School,96,92
29757,Laura Tyler,F,11th,Rodriguez High School,90,73
14920,Lauren Brown,F,10th,Wilson High School,98,93
10865,Lauren Perry,F,9th,Hernandez High School,95,93
29041,Lauren Robertson ,F,10th,Rodriguez High School,96,90
